unitstotal,year built,construction status,number of buildings,occupancy,landuse,bldgdepth,lottype,bsmtcode,lotarea_log,bldgarea_log,numfloors_log,assessland_log,largest property use type - gross floor area (ft²)_log,property gfa - self-reported (ft²)_log,postal code_log,comarea_log,resarea_log,builtfar_log,residfar_log,commfar_log,facilfar_log,site energy use (kbtu)_log
71.0,1980,existing,1.0,95.0,3.0,93.33,5.0,0.0,9.70838466137744,11.045366844253579,1.9459101490553132,13.227265588056458,11.045366844253579,11.045366844253579,9.344521553442203,5.303304908059076,11.04216955283066,1.57069708411767,1.6094379124341003,9.999500033329732e-05,1.6094379124341003,15.568004910386554
54.0,1980,existing,1.0,100.0,3.0,59.0,5.0,0.0,9.754059039044199,10.543576724621428,1.9459101490553132,12.36308066783498,10.543576724621428,10.543576724621428,9.314970621054266,9.999500033329732e-05,10.543576724621428,1.1631508098056809,0.8109302162163288,9.999500033329732e-05,1.0986122886681098,14.37715514363995
54.0,1980,existing,1.0,100.0,3.0,59.0,5.0,0.0,9.754059039044199,10.543576724621428,1.9459101490553132,12.36308066783498,10.543576724621428,10.543576724621428,9.314970621054266,9.999500033329732e-05,10.543576724621428,1.1631508098056809,0.8109302162163288,9.999500033329732e-05,1.0986122886681098,14.37715514363995
114.0,1980,existing,1.0,100.0,3.0,93.33,5.0,0.0,10.198988974040041,11.63352231591046,1.9459101490553132,12.27045959268099,11.63352231591046,11.63352231591046,9.344521553442203,9.999500033329732e-05,11.63352231591046,1.6486586255873816,1.6094379124341003,9.999500033329732e-05,1.6094379124341003,16.095594958355186
100.0,2000,existing,1.0,100.0,8.0,126.0,5.0,0.0,11.014703414770457,11.251573687764477,1.9459101490553132,13.30743282196083,11.251573687764477,11.251573687764477,9.344346651823917,11.251573687764477,9.999500033329732e-05,0.8197798314933114,0.8109302162163288,9.999500033329732e-05,1.0986122886681098,14.572993254682673
1.0,1940,existing,1.0,100.0,8.0,76.0,5.0,0.0,9.402529747968487,10.203629181337648,1.0986122886681098,12.426416280735053,9.581972891547895,10.203629181337648,9.343033913701648,10.203629181337648,9.999500033329732e-05,1.172482137234565,1.3862943611198906,9.999500033329732e-05,1.3862943611198906,14.342615845967197
15.0,1920,existing,1.0,100.0,6.0,73.0,3.0,0.0,9.735837835974042,10.925524725589275,1.6094379124341003,13.031893663619357,10.925596695218122,10.925596695218122,9.314880551250107,10.925524725589275,9.999500033329732e-05,1.4562867329399256,9.999500033329732e-05,1.0986122886681098,2.0149030205422647,14.317978836201979
67.0,1940,existing,1.0,100.0,3.0,82.0,5.0,2.0,8.699681400989514,11.080078882520827,2.772588722239781,14.028604581505464,11.14223852419794,11.14223852419794,9.21283725217477,9.999500033329732e-05,11.080078882520827,2.468946630209271,2.3978952727983707,9.999500033329732e-05,2.3978952727983707,15.402963032102713
54.0,1940,existing,1.0,100.0,2.0,107.0,3.0,0.0,9.22276289197474,10.621595602385327,1.9459101490553132,12.586223364451623,10.561913880367685,10.621595602385327,9.254931255304058,8.006700845440367,10.54563087050331,1.6193882432872684,1.4906543764441333,9.999500033329732e-05,1.7578579175523736,15.184599094176228
78.0,1940,existing,1.0,100.0,2.0,164.0,5.0,0.0,9.784422445377189,11.091346218718432,1.6094379124341003,12.792611309781119,11.091346218718432,11.091346218718432,9.326254996572539,9.999500033329732e-05,11.091346218718432,1.5454325824581878,0.8544153281560676,9.999500033329732e-05,1.0986122886681098,15.50668658313711
1.0,1980,existing,2.0,100.0,8.0,35.0,3.0,0.0,10.528248820229608,11.803062022706982,2.0794415416798357,12.933623668263472,11.803062022706982,11.803062022706982,9.25569607369698,11.803062022706982,9.999500033329732e-05,1.5216989981260935,1.3862943611198906,9.999500033329732e-05,1.3862943611198906,16.2965369225067
121.0,1980,existing,1.0,100.0,8.0,46.0,5.0,1.0,9.345133468317714,11.361811835300466,2.5649493574615367,13.065795142315812,11.08343402225921,11.39880446586553,9.325096609274372,11.361811835300466,9.999500033329732e-05,2.1412419425852827,1.2325602611778486,9.999500033329732e-05,1.7578579175523736,15.335825082865602
32.0,1920,existing,1.0,100.0,3.0,90.0,5.0,0.0,9.380251908693456,10.275085591132715,1.6094379124341003,12.494445729178716,10.275085591132715,10.275085591132715,9.325096609274372,9.999500033329732e-05,10.275085591132715,1.2383742310432684,1.0986122886681098,9.999500033329732e-05,1.0986122886681098,15.12561270332605
40.0,1920,existing,1.0,100.0,2.0,0.0,5.0,5.0,9.331141072121888,10.390532647636716,1.6094379124341003,12.067678017953947,10.50971426106537,10.50971426106537,9.325096609274372,9.999500033329732e-05,10.390532647636716,1.355835153635182,1.0986122886681098,9.999500033329732e-05,1.0986122886681098,14.659803852016376
68.0,1940,existing,1.0,80.0,4.0,100.0,3.0,0.0,9.820703591057207,10.839600519357369,1.6094379124341003,12.93471003185305,10.839600519357369,10.839600519357369,9.324561516066206,7.601402334583733,10.799595985047786,1.3270750014599193,0.5596157879354227,9.999500033329732e-05,1.0986122886681098,15.317664060798423
61.0,1940,existing,1.0,100.0,4.0,170.0,3.0,0.0,9.72136597574484,10.640484140374335,1.6094379124341003,12.477438580809519,10.51848398453864,10.640484140374335,9.324561516066206,8.556606193773073,10.507612244266937,1.2556160374777743,1.3862943611198906,1.3862943611198906,1.3862943611198906,15.355078214121933
39.0,1940,existing,1.0,100.0,2.0,107.0,3.0,0.0,9.202509792860994,10.344351978996153,1.6094379124341003,12.651722745315356,10.344351978996153,10.344351978996153,9.324561516066206,9.999500033329732e-05,10.344351978996153,1.4182774069729414,0.5596157879354227,9.999500033329732e-05,1.0986122886681098,15.168006689656764
47.0,1940,existing,1.0,100.0,3.0,110.42,5.0,2.0,9.522885774152654,10.964519115868827,1.9459101490553132,12.734642898012305,11.036839375008135,11.036839375008135,9.325274910068282,9.999500033329732e-05,10.964519115868827,1.6544112780768316,1.3862943611198906,9.999500033329732e-05,1.3862943611198906,15.320540989347652
59.0,1940,existing,1.0,100.0,3.0,114.75,5.0,2.0,9.072571442231286,10.96302978336854,2.3978952727983707,12.238302634255941,10.96302978336854,10.96302978336854,9.325364048544964,9.999500033329732e-05,10.96302978336854,2.030776369698555,1.3862943611198906,9.999500033329732e-05,1.3862943611198906,15.388320667944823
2.0,1940,existing,1.0,100.0,4.0,124.0,3.0,2.0,9.314700387300425,10.505094936455558,1.0986122886681098,13.121364879070743,10.505094936455558,10.505094936455558,9.324561516066206,10.505094936455558,9.999500033329732e-05,1.4562867329399256,1.3862943611198906,1.3862943611198906,1.3862943611198906,14.292980060590645
122.0,1940,existing,1.0,90.0,3.0,84.0,4.0,0.0,10.31071776859096,11.690242855114947,1.9459101490553132,13.606456038480635,11.835421922338627,11.835421922338627,9.324561516066206,9.999500033329732e-05,11.690242855114947,1.6034198401085376,0.8544153281560676,9.999500033329732e-05,1.0986122886681098,15.611572109949588
60.0,1940,existing,1.0,100.0,3.0,115.0,5.0,2.0,9.521274996238114,11.009588398503299,1.9459101490553132,11.577317100320611,11.009588398503299,11.009588398503299,9.327145151518268,9.999500033329732e-05,11.009588398503299,1.691939133945844,1.0986122886681098,9.999500033329732e-05,1.0986122886681098,13.914131251964537
82.0,1940,existing,1.0,100.0,3.0,115.0,5.0,2.0,10.040026916674956,11.648338835562747,1.9459101490553132,13.153282419149058,11.648338835562747,11.648338835562747,9.327145151518268,9.999500033329732e-05,11.648338835562747,1.7900914121273581,1.0986122886681098,9.999500033329732e-05,1.0986122886681098,15.620746411433924
299.0,2020,existing,1.0,100.0,4.0,127.0,0.0,5.0,10.414753079530504,12.591297630654875,2.995732273553991,13.998332822716408,12.555210758779703,12.586435307077497,9.327145151518268,12.342079721121143,11.07986302966996,2.2844211223663744,9.999500033329732e-05,0.6931471805599453,1.2237754316221157,16.82387661315013
70.0,1940,existing,1.0,100.0,3.0,87.0,5.0,0.0,9.624170396415975,11.021526580870049,1.9459101490553132,12.920494408743966,11.034776754427373,11.034776754427373,9.324561516066206,9.999500033329732e-05,11.021526580870049,1.6174060820832772,0.8544153281560676,9.999500033329732e-05,1.0986122886681098,15.480756409424234
19.0,1920,existing,1.0,100.0,3.0,100.0,5.0,2.0,8.612685172875459,10.2328272702548,1.6094379124341003,11.493752839181418,10.2328272702548,10.2328272702548,9.325274910068282,9.999500033329732e-05,10.2328272702548,1.80005827204275,1.0986122886681098,9.999500033329732e-05,1.0986122886681098,13.989340496133538
76.0,1940,existing,1.0,100.0,4.0,0.0,3.0,5.0,9.597234094498912,11.241720234077242,2.1972245773362196,11.813030057420567,11.26152389003502,11.26152389003502,9.325274910068282,8.95660873889395,11.134413826422321,1.8213182714695995,1.6094379124341003,9.999500033329732e-05,1.6094379124341003,14.812743359118892
1.0,1940,existing,1.0,100.0,6.0,90.0,5.0,0.0,9.623839785112668,11.217224661591072,2.302585092994046,12.04414765726144,11.217224661591072,11.217224661591072,9.325274910068282,11.217224661591072,9.999500033329732e-05,1.7783364488959144,1.0986122886681098,9.999500033329732e-05,1.0986122886681098,14.377535669718133
44.0,1940,existing,1.0,100.0,4.0,102.5,3.0,0.0,9.328212292571072,10.616461869895815,1.6094379124341003,12.085604132204319,10.498608367797512,10.616461869895815,9.324561516066206,8.314097335405807,10.51110407747908,1.5325568680981427,1.3862943611198906,9.999500033329732e-05,1.3862943611198906,15.060766533652076
27.0,2020,existing,1.0,100.0,3.0,50.0,5.0,2.0,9.304741047397666,10.395741790716682,1.791759469228055,13.111405559206181,10.395741790716682,10.395741790716682,9.325096609274372,9.999500033329732e-05,10.395741790716682,1.3812818192963463,1.0986122886681098,9.999500033329732e-05,1.0986122886681098,13.949892576204226
10.0,1940,existing,1.0,100.0,4.0,78.0,5.0,0.0,7.802618063442671,8.950014029534257,1.6094379124341003,9.664659134301736,12.193498926601634,12.233692676364548,9.212238569259263,7.576097340623111,8.56845648535378,1.423108334242607,1.3862943611198906,9.999500033329732e-05,1.3862943611198906,16.596579043917068
41.0,1940,existing,1.0,95.0,3.0,100.0,5.0,0.0,8.922791623969637,10.357774570341576,1.9459101490553132,12.036179534643145,10.357774570341576,10.357774570341576,9.34425918954197,9.999500033329732e-05,10.357774570341576,1.6486586255873816,1.3862943611198906,9.999500033329732e-05,1.3862943611198906,15.339961138192852
30.0,1940,existing,1.0,100.0,2.0,112.0,5.0,1.0,9.145908511816794,10.134638955251866,1.6094379124341003,11.215206524587721,10.159330600013353,10.159330600013353,9.338645632129106,9.999500033329732e-05,10.134638955251866,1.3056264580524357,0.8109302162163288,9.999500033329732e-05,1.0986122886681098,14.724304297487793
0.0,2020,existing,1.0,100.0,8.0,75.83,3.0,0.0,9.90353755128617,9.970772299341725,1.0986122886681098,12.709121105404227,10.021315031649332,10.021315031649332,9.338645632129106,9.970772299341725,9.999500033329732e-05,0.7275486072772779,0.7419373447293773,9.999500033329732e-05,1.0986122886681098,14.198129126773052
136.0,1980,existing,1.0,95.0,3.0,83.0,5.0,0.0,9.70509758756311,11.50635391958719,2.5649493574615367,13.22401883781393,11.50635391958719,11.50635391958719,9.34425918954197,9.999500033329732e-05,11.50635391958719,1.9544450515051506,1.3862943611198906,9.999500033329732e-05,1.3862943611198906,15.947442053998435
60.0,1940,existing,1.0,100.0,3.0,90.0,3.0,2.0,9.433563920090563,10.925110799676101,1.9459101490553132,11.836102568834232,11.07926147950336,11.07926147950336,9.339085327866744,9.999500033329732e-05,10.925110799676101,1.6937790608678513,1.3862943611198906,9.999500033329732e-05,1.3862943611198906,15.410662855165228
60.0,1940,existing,1.0,100.0,3.0,84.0,3.0,2.0,9.61587214452889,11.1154434073529,1.9459101490553132,12.085604132204319,11.18310108232048,11.18310108232048,9.339085327866744,9.999500033329732e-05,11.1154434073529,1.7011051009599243,1.3862943611198906,9.999500033329732e-05,1.3862943611198906,15.433935228253263
138.0,1960,existing,3.0,100.0,3.0,75.0,5.0,2.0,10.486791964913891,11.918397239722838,1.9459101490553132,12.858009735436967,11.87757552297847,11.87757552297847,9.339085327866744,8.699681400989514,11.87757552297847,1.6467336971777973,1.3862943611198906,9.999500033329732e-05,1.3862943611198906,16.158458759406464
76.0,1980,existing,1.0,100.0,3.0,89.67,5.0,2.0,9.581972891547895,10.924624667924826,1.9459101490553132,12.202822369099904,10.956771179117867,10.956771179117867,9.339085327866744,9.999500033329732e-05,10.924624667924826,1.5748464676644813,0.5596157879354227,9.999500033329732e-05,1.0986122886681098,15.467140399729292
86.0,2020,existing,1.0,100.0,4.0,0.0,0.0,5.0,8.429672593886743,11.564815581224172,1.9459101490553132,14.024596563353226,11.077470111562347,11.492977827160532,9.339085327866744,10.803547271299866,10.935461338871026,3.1780538303479458,1.2325602611778486,9.999500033329732e-05,1.7578579175523736,15.470129749416062
38.0,1960,existing,1.0,100.0,5.0,95.0,3.0,0.0,11.849404844423074,11.431183814911035,1.0986122886681098,15.43291683846023,10.12029104810414,11.419109168765944,9.343471684579365,11.431183814911035,9.999500033329732e-05,0.506817602368452,0.5596157879354227,9.999500033329732e-05,1.0986122886681098,16.080016495579954
0.0,1960,existing,1.0,85.0,8.0,89.0,3.0,0.0,9.1801903950253,8.922791623969637,0.6931471805599453,12.095705171506136,10.411599497604435,11.431183814911035,9.34425918954197,8.922791623969637,9.999500033329732e-05,0.5709795465857378,0.5596157879354227,9.999500033329732e-05,1.0986122886681098,16.081490949061852
41.0,2020,existing,1.0,100.0,3.0,148.0,0.0,5.0,9.623905916118215,11.811821920509571,2.8903717578961645,14.727189873583416,12.125084908123338,12.125084908123338,9.213236175088209,9.999500033329732e-05,11.811821920509571,2.2945529212967815,2.3978952727983707,9.999500033329732e-05,2.3978952727983707,16.213916791109263
8.0,1920,existing,1.0,85.0,5.0,125.0,4.0,5.0,10.130822308468806,11.99143655294645,2.0794415416798357,15.739744903566725,12.051591911240934,12.051591911240934,9.212737496575905,11.99143655294645,9.999500033329732e-05,2.005525858729668,1.9487632180377197,9.999500033329732e-05,2.0149030205422647,16.665631142187255
59.0,1960,existing,1.0,100.0,3.0,90.0,3.0,1.0,9.546884034617925,11.06665398721974,1.9459101490553132,12.305696236459484,11.124922010923182,11.124922010923182,9.326344047732489,9.999500033329732e-05,11.06665398721974,1.7173950539391927,1.6094379124341003,9.999500033329732e-05,1.6094379124341003,15.52187434426581
84.0,1940,existing,1.0,100.0,3.0,93.0,5.0,0.0,9.99884318585288,11.478344372113902,1.9459101490553132,12.756938838583233,11.478344372113902,11.478344372113902,9.326344047732489,9.999500033329732e-05,11.478344372113902,1.6845453849209058,1.6094379124341003,9.999500033329732e-05,1.6094379124341003,15.779837865192587
42.0,1940,existing,1.0,100.0,3.0,0.0,5.0,2.0,10.051260796825561,10.817796321618971,2.0794415416798357,11.813037464800539,10.778456164848345,10.778456164848345,9.25502688959859,9.093918908958932,10.62135173563291,1.1474024528375417,1.2325602611778486,9.999500033329732e-05,1.7578579175523736,15.332719249561977
108.0,1980,existing,1.0,90.0,3.0,160.0,5.0,0.0,10.589131655274922,11.92371636583374,1.9459101490553132,13.702622895392446,11.81894585784987,11.92371636583374,9.24009333012553,9.90353755128617,11.781432363235949,1.5686159179138452,0.8109302162163288,9.999500033329732e-05,1.0986122886681098,16.20916676770807
1.0,1960,existing,1.0,100.0,8.0,240.0,3.0,0.0,10.106469212026385,11.21325177966607,1.3862943611198906,14.095413198954706,11.21325177966607,11.21325177966607,9.314880551250107,11.21325177966607,9.999500033329732e-05,1.3912819026309295,2.1424163408412245,1.791759469228055,2.3978952727983707,15.899221398205798
54.0,1960,existing,1.0,100.0,3.0,70.0,3.0,0.0,9.56493314971059,10.714439990727769,1.9459101490553132,11.842596051293928,10.714439990727769,10.714439990727769,9.33917324381915,9.999500033329732e-05,10.714439990727769,1.425515074273172,0.5596157879354227,9.999500033329732e-05,1.0986122886681098,15.17992417199202
1.0,1980,existing,1.0,100.0,8.0,70.0,5.0,0.0,9.510519035757246,10.134638955251866,1.0986122886681098,12.547002788050001,10.134638955251866,10.134638955251866,9.338381721857067,10.134638955251866,9.999500033329732e-05,1.0543120297715298,0.4054651081081644,9.999500033329732e-05,0.6931471805599453,13.70809303923662
336.0,1980,existing,1.0,90.0,5.0,263.0,5.0,0.0,11.234546649377918,12.359698902157335,2.302585092994046,15.041196222752253,12.359698902157335,12.359698902157335,9.344608992781216,7.601402334583733,9.999500033329732e-05,1.4060969884160703,1.2325602611778486,1.4816045409242156,1.7578579175523736,16.7180822157449
1.0,1920,existing,1.0,90.0,6.0,90.0,5.0,0.0,9.61587214452889,10.203629181337648,1.0986122886681098,12.91164481522143,10.203629181337648,10.203629181337648,9.314880551250107,10.203629181337648,9.999500033329732e-05,1.0296194171811581,9.999500033329732e-05,1.0986122886681098,2.0149030205422647,14.66039950496227
55.0,1940,existing,1.0,100.0,3.0,119.0,5.0,2.0,9.476620038167528,10.837814646896382,1.9459101490553132,13.178272900593791,10.837814646896382,10.837814646896382,9.337501517592862,6.813444599510896,10.819798284210286,1.589235205116581,1.3862943611198906,9.999500033329732e-05,1.3862943611198906,15.374616860812147
36.0,1940,existing,1.0,100.0,2.0,88.0,5.0,2.0,9.179984251961283,10.239995502805316,1.6094379124341003,12.293401055592842,10.255305721413517,10.255305721413517,9.337501517592862,9.999500033329732e-05,10.239995502805316,1.358409157630355,1.3862943611198906,9.999500033329732e-05,1.3862943611198906,14.123886184248711
168.0,1960,existing,1.0,100.0,3.0,251.0,3.0,1.0,11.325884790636296,12.19384823090745,1.9459101490553132,14.622433199012326,12.19384823090745,12.19384823090745,9.337501517592862,7.064759027791802,12.187913766539234,1.2178757094949273,1.4906543764441333,9.999500033329732e-05,1.7578579175523736,16.23411311112541
55.0,1920,existing,1.0,100.0,3.0,90.0,3.0,2.0,9.15915233520675,10.709985739582528,1.9459101490553132,11.761744560273572,10.709985739582528,10.709985739582528,9.337501517592862,6.68586094706836,10.691967639914864,1.7439688053917064,1.3862943611198906,9.999500033329732e-05,1.3862943611198906,15.354974081666644
87.0,1940,existing,1.0,100.0,3.0,154.0,5.0,0.0,10.214678610538817,11.280047184559121,1.9459101490553132,13.73386765399262,11.280173399376908,11.280173399376908,9.337413454539659,9.999500033329732e-05,11.280047184559121,1.3609765531356006,1.2325602611778486,9.999500033329732e-05,1.7578579175523736,15.726904488642516
3.0,2020,existing,1.0,100.0,5.0,65.0,5.0,0.0,8.669227347271736,10.223721516281632,2.302585092994046,12.253437985595856,10.223721516281632,10.223721516281632,9.337413454539659,9.427868184504756,9.999500033329732e-05,1.7457155307266483,1.2325602611778486,1.4816045409242156,1.7578579175523736,15.289321145699107
47.0,2020,existing,1.0,100.0,5.0,228.0,0.0,5.0,9.69239608224606,11.659006530002925,1.9459101490553132,13.7101522645262,11.437609070660779,11.644348386330647,9.337413454539659,11.659006530002925,9.999500033329732e-05,2.0980179272527715,1.2325602611778486,1.4816045409242156,1.7578579175523736,16.644069534295017
50.0,1920,existing,1.0,95.0,3.0,94.25,3.0,2.0,10.132652936168832,10.896757843893464,1.3862943611198906,12.16837597044068,10.896757843893464,10.896757843893464,9.328123407632566,9.305741456739435,10.668978650219241,1.1474024528375417,1.3862943611198906,1.0986122886681098,1.3862943611198906,13.394964603386592
23.0,2020,existing,1.0,100.0,4.0,65.0,5.0,0.0,8.517393171418904,10.130662964963708,2.1972245773362196,12.960434861813251,10.198319007141121,10.198319007141121,9.213834261230438,8.03947991910045,9.99884318585288,1.7950872593207297,1.6094379124341003,9.999500033329732e-05,1.6094379124341003,14.309795068709304
4.0,2020,existing,1.0,100.0,4.0,56.0,5.0,5.0,8.252967195000798,8.252967195000798,1.3862943611198906,12.29751626892119,10.308985993422082,10.308985993422082,9.314970621054266,7.244941546337007,7.79934339821592,0.6931471805599453,1.3862943611198906,9.999500033329732e-05,1.3862943611198906,12.038780578005879
11.0,1940,existing,1.0,100.0,5.0,100.0,3.0,2.0,9.217018026729423,11.525752841275015,2.3978952727983707,13.648275820620759,11.462484438877803,11.525654110946952,9.211739392889891,11.525752841275015,9.999500033329732e-05,2.403334996094189,9.999500033329732e-05,2.3978952727983707,2.3978952727983707,16.25744405566465
11.0,1940,existing,1.0,70.0,5.0,150.0,3.0,2.0,10.31088412749404,12.466234486442465,2.302585092994046,15.52660230479333,12.517556690167444,12.574680112895539,9.211839248099919,12.466234486442465,9.999500033329732e-05,2.2648832258100344,9.999500033329732e-05,2.3978952727983707,2.3978952727983707,16.402069860273816
108.0,1940,existing,1.0,100.0,5.0,98.17,3.0,2.0,9.882059605122508,12.704168589628905,2.8903717578961645,15.298364545277886,12.598118111678868,12.821260987319457,9.211839248099919,12.700540202683346,7.084226422097916,2.87976009730157,9.999500033329732e-05,2.3978952727983707,2.3978952727983707,16.88774426242016
172.0,2020,existing,1.0,90.0,4.0,124.0,0.0,5.0,9.523982546097495,12.24703702991251,3.332204510175204,13.73581670610014,12.545825210272957,12.545825210272957,9.211839248099919,7.681560362559537,12.236582451734746,2.7868613815264998,9.999500033329732e-05,2.3978952727983707,2.3978952727983707,16.265190088244452
