unitstotal,year built,construction status,number of buildings,occupancy,landuse,bldgdepth,lottype,bsmtcode,lotarea_log,bldgarea_log,numfloors_log,assessland_log,largest property use type - gross floor area (ft²)_log,property gfa - self-reported (ft²)_log,postal code_log,comarea_log,resarea_log,builtfar_log,residfar_log,commfar_log,facilfar_log,site energy use (kbtu)_log
48.0,1940,existing,1.0,100.0,3.0,85.0,5.0,2.0,9.27453508401818,10.483941845626783,1.9459101490553132,13.029921280714712,10.483941845626783,10.483941845626783,9.32607687045878,9.999500033329732e-05,10.483941845626783,1.4701758451005926,1.6094379124341003,9.999500033329732e-05,1.6094379124341003,15.224347343627377
83.0,1940,existing,1.0,85.0,3.0,184.0,5.0,2.0,10.021315031649332,11.483887926846934,1.9459101490553132,12.77874849269723,11.625849604173776,11.631898902927675,9.32607687045878,9.999500033329732e-05,11.483887926846934,1.6714733033535532,1.6094379124341003,9.999500033329732e-05,1.6094379124341003,15.81112605772022
60.0,1940,existing,1.0,100.0,3.0,144.5,5.0,2.0,9.90353755128617,11.123801116450116,1.9459101490553132,12.793862088206213,11.123801116450116,11.123801116450116,9.324829098460881,9.999500033329732e-05,11.123801116450116,1.4793292270870801,1.6094379124341003,9.999500033329732e-05,1.6094379124341003,15.481751644481484
83.0,1940,existing,1.0,100.0,3.0,186.0,5.0,2.0,9.90353755128617,11.278733605246044,1.9459101490553132,12.976183182038383,11.278632489177351,11.278632489177351,9.326967183907902,9.999500033329732e-05,11.278733605246044,1.601405740736836,1.6094379124341003,9.999500033329732e-05,1.6094379124341003,15.999395287185123
60.0,1960,existing,1.0,100.0,3.0,140.0,5.0,2.0,9.90353755128617,11.338583982516495,1.9459101490553132,12.660331092405906,11.338583982516495,11.338583982516495,9.32607687045878,9.999500033329732e-05,11.338583982516495,1.6486586255873816,1.6094379124341003,9.999500033329732e-05,1.6094379124341003,15.23189236797521
81.0,1940,existing,1.0,100.0,3.0,147.0,5.0,2.0,9.90353755128617,11.02788129168973,1.9459101490553132,13.017005083966255,11.095544645914101,11.095544645914101,9.32607687045878,9.999500033329732e-05,11.02788129168973,1.4060969884160703,1.6094379124341003,9.999500033329732e-05,1.6094379124341003,15.737454878471985
62.0,1940,existing,1.0,100.0,3.0,177.0,5.0,0.0,9.640563131210074,10.931748905107716,1.9459101490553132,12.242650446188055,10.931748905107716,10.931748905107716,9.325987795502144,9.999500033329732e-05,10.931748905107716,1.534714366238164,0.8109302162163288,9.999500033329732e-05,1.0986122886681098,15.39472375088313
60.0,1940,existing,1.0,95.0,3.0,67.0,5.0,2.0,9.524128691512443,10.968094835901553,1.9459101490553132,11.279744203985432,10.968094835901553,10.968094835901553,9.325987795502144,9.999500033329732e-05,10.968094835901553,1.6563214983329508,0.8109302162163288,9.999500033329732e-05,1.0986122886681098,15.226062876249943
71.0,1940,existing,1.0,100.0,3.0,79.0,5.0,0.0,9.872048483700748,11.105212833071583,1.9459101490553132,11.49832945966282,11.105212833071583,11.105212833071583,9.325987795502144,9.999500033329732e-05,11.105212833071583,1.4883995840570443,0.8109302162163288,9.999500033329732e-05,1.0986122886681098,15.697110076103543
83.0,1940,existing,1.0,100.0,3.0,89.5,5.0,0.0,10.070103079508465,11.480019968790666,1.9459101490553132,11.789427776128857,11.480019968790666,11.480019968790666,9.325987795502144,9.999500033329732e-05,11.480019968790666,1.62924053973028,0.8109302162163288,9.999500033329732e-05,1.0986122886681098,15.885766516047202
85.0,1940,existing,1.0,100.0,3.0,180.0,5.0,0.0,9.928228944424575,11.27935271816548,1.9459101490553132,12.891442158294312,11.27935271816548,11.27935271816548,9.325987795502144,9.999500033329732e-05,11.27935271816548,1.5810384379124023,0.8109302162163288,9.999500033329732e-05,1.0986122886681098,15.993764661668392
63.0,1940,existing,1.0,100.0,4.0,110.0,3.0,2.0,9.330431852234003,10.818397331333351,1.9459101490553132,12.62692213812653,10.818397331333351,10.818397331333351,9.325987795502144,8.294299608857235,10.734895549344964,1.691939133945844,1.4906543764441333,9.999500033329732e-05,1.7578579175523736,15.500460146898016
57.0,1940,existing,1.0,100.0,4.0,97.0,3.0,2.0,9.305741456739435,10.801838321277618,1.9459101490553132,13.061021873689459,10.801838321277618,10.801838321277618,9.325987795502144,8.366602832783736,10.710208923978403,1.6974487897568136,1.4906543764441333,9.999500033329732e-05,1.7578579175523736,15.434576888056911
63.0,1960,existing,1.0,100.0,3.0,62.42,3.0,0.0,9.210440366976517,10.530681878927565,1.9459101490553132,10.984461869350051,10.694237736914808,10.694237736914808,9.324026136379999,9.999500033329732e-05,10.530681878927565,1.556037135706985,1.2325602611778486,9.999500033329732e-05,1.7578579175523736,15.187169567892063
92.0,1960,existing,1.0,100.0,3.0,74.0,3.0,0.0,9.995291593011165,11.306282526671115,1.9459101490553132,11.772215778919925,11.373939221662742,11.373939221662742,9.324026136379999,9.999500033329732e-05,11.306282526671115,1.5496879080283263,1.2325602611778486,9.999500033329732e-05,1.7578579175523736,15.786329783984733
49.0,1940,existing,1.0,100.0,3.0,90.0,3.0,2.0,9.305741456739435,10.722187506016818,1.9459101490553132,10.888389749837856,10.722187506016818,10.722187506016818,9.324026136379999,9.999500033329732e-05,10.722187506016818,1.6331544390514163,1.2325602611778486,9.999500033329732e-05,1.7578579175523736,15.362541372164317
66.0,1980,existing,1.0,100.0,3.0,91.0,5.0,0.0,9.60918360377546,10.962197562504585,1.9459101490553132,11.382258537274573,11.029860911989628,11.029860911989628,9.324026136379999,9.999500033329732e-05,10.962197562504585,1.5830939370944985,1.2325602611778486,9.999500033329732e-05,1.7578579175523736,15.652655162730712
1.0,1960,existing,1.0,100.0,6.0,190.0,4.0,0.0,10.404293143019792,10.367253014814716,0.6931471805599453,12.506180941677357,10.367253014814716,10.367253014814716,9.326789184619429,10.367253014814716,9.999500033329732e-05,0.6729444732424258,9.999500033329732e-05,0.6931471805599453,1.2237754316221157,14.078967763415656
2.0,2020,existing,1.0,80.0,6.0,205.0,3.0,2.0,10.240566747777828,11.123269727593826,1.3862943611198906,13.359174697763937,11.123269727593826,11.123269727593826,9.326967183907902,11.111761095413756,6.654152520183219,1.2296405510745139,9.999500033329732e-05,0.6931471805599453,1.2237754316221157,14.976584024084866
42.0,1940,existing,1.0,100.0,3.0,87.0,5.0,0.0,9.260938424739274,10.682055262024345,1.9459101490553132,10.763229096719098,10.682055262024345,10.682055262024345,9.254739959272866,9.999500033329732e-05,10.682055262024345,1.6370530794670737,1.9487632180377197,9.999500033329732e-05,2.0149030205422647,15.242472733719312
130.0,1980,existing,1.0,100.0,3.0,47.0,5.0,0.0,11.043737502977494,11.863589378812122,2.6390573296152584,13.64561270635336,11.863589378812122,11.863589378812122,9.25569607369698,9.999500033329732e-05,11.863589378812122,1.184789984909162,1.2325602611778486,9.999500033329732e-05,1.7578579175523736,16.42424493737986
24.0,1940,existing,1.0,100.0,3.0,71.0,5.0,0.0,9.510519035757246,10.344930943309528,1.9459101490553132,12.400820837540556,10.499077029501269,10.499077029501269,9.25569607369698,9.999500033329732e-05,10.344930943309528,1.1939224684724346,1.3862943611198906,9.999500033329732e-05,1.3862943611198906,14.76694315733766
42.0,2000,existing,1.0,100.0,3.0,54.0,5.0,5.0,10.250581747317963,10.86572631831299,2.6390573296152584,13.002971548333525,10.889733359497507,10.889733359497507,9.25569607369698,6.984716320118266,10.844900073184062,1.0473189942805592,1.2325602611778486,9.999500033329732e-05,1.7578579175523736,14.835160696612759
225.0,1960,existing,1.0,100.0,2.0,30.0,4.0,0.0,12.40123227382928,12.180759965737863,1.3862943611198906,13.980559633940224,12.180759965737863,12.180759965737863,9.324026136379999,9.999500033329732e-05,12.180759965737863,0.5877866649021191,0.5596157879354227,9.999500033329732e-05,1.0986122886681098,16.567157856225005
2.0,1980,existing,1.0,80.0,6.0,200.0,4.0,0.0,11.097425172408931,10.604255620227434,0.6931471805599453,13.2393478720895,10.604255620227434,10.604255620227434,9.326789184619429,10.604255620227434,9.999500033329732e-05,0.47623417899637155,9.999500033329732e-05,0.6931471805599453,1.2237754316221157,14.162141378151421
1.0,1960,existing,1.0,100.0,6.0,134.0,5.0,0.0,10.356122465120682,10.266323478588333,0.6931471805599453,12.682930853382516,10.266323478588333,10.266323478588333,9.339612707680322,10.266323478588333,9.999500033329732e-05,0.6471032420585385,9.999500033329732e-05,0.6931471805599453,1.2237754316221157,14.68240001497889
44.0,1920,existing,1.0,100.0,2.0,90.0,5.0,0.0,9.210440366976517,10.373522431293592,1.6094379124341003,12.430019873809519,10.373522431293592,10.373522431293592,9.340139809511028,9.999500033329732e-05,10.373522431293592,1.4350845252893227,0.8544153281560676,9.999500033329732e-05,1.0986122886681098,14.845847895950039
54.0,2020,existing,1.0,100.0,3.0,212.58,4.0,0.0,10.636071769003747,10.758944890802534,1.791759469228055,12.833082694522178,10.758944890802534,10.758944890802534,9.324383088016843,9.999500033329732e-05,10.758944890802534,0.7561219797213337,0.5596157879354227,9.999500033329732e-05,1.0986122886681098,15.09287819093182
150.0,1980,existing,1.0,100.0,3.0,0.0,5.0,5.0,11.578273033740484,11.914810840139673,1.9459101490553132,13.620215609469804,11.914810840139673,11.914810840139673,9.342683558963897,9.999500033329732e-05,11.914810840139673,0.8754687373538999,0.8109302162163288,9.999500033329732e-05,1.0986122886681098,16.670606285538852
115.0,1960,existing,1.0,100.0,4.0,115.0,3.0,0.0,9.784197131344804,11.819461185167732,2.4849066497880004,11.685205103383671,11.750500381399394,11.819461185167732,9.254548626640503,8.97094039814245,11.759793355371237,2.157559320943788,1.9487632180377197,9.999500033329732e-05,2.0149030205422647,16.13599746304544
64.0,1960,existing,1.0,100.0,3.0,128.0,5.0,0.0,9.561067663645012,11.139641930222721,1.9459101490553132,11.981371632001096,11.188427252726717,11.188427252726717,9.254548626640503,9.999500033329732e-05,11.139641930222721,1.766441661243765,1.9487632180377197,9.999500033329732e-05,2.0149030205422647,15.68226996452205
67.0,1940,existing,1.0,95.0,4.0,93.0,3.0,0.0,9.687629894522718,11.252222819249376,2.0794415416798357,11.279744203985432,11.252222819249376,11.252222819249376,9.254548626640503,7.00397413672268,11.237843674494187,1.7544036826842861,1.9487632180377197,9.999500033329732e-05,2.0149030205422647,15.609886983307035
68.0,1940,existing,1.0,95.0,3.0,113.0,5.0,0.0,9.64711032991276,11.182600296354279,1.9459101490553132,11.845827048676645,11.182600296354279,11.182600296354279,9.254548626640503,9.999500033329732e-05,11.182600296354279,1.7298840655099674,1.9487632180377197,9.999500033329732e-05,2.0149030205422647,15.584357546310256
301.0,1940,existing,1.0,100.0,4.0,122.0,3.0,0.0,10.328134180060221,12.53015053139893,2.3978952727983707,12.095705171506136,12.53015053139893,12.53015053139893,9.254548626640503,8.987321812850125,12.500796119028031,2.306577114263583,2.3978952727983707,1.4816045409242156,2.3978952727983707,15.582941319630491
69.0,1960,existing,1.0,100.0,3.0,114.0,5.0,0.0,9.635869511120088,11.106474871430772,1.9459101490553132,11.832839946854502,11.186516424119828,11.186516424119828,9.25502688959859,9.999500033329732e-05,11.106474871430772,1.6770965609079151,1.9487632180377197,9.999500033329732e-05,2.0149030205422647,15.732686961468005
56.0,1940,existing,1.0,100.0,3.0,9.83,3.0,0.0,9.330697868639916,10.997288284207016,1.9459101490553132,11.52979241483,11.130800836219972,11.130800836219972,9.254644297532707,9.999500033329732e-05,10.997288284207016,1.8389610707123492,1.9487632180377197,9.999500033329732e-05,2.0149030205422647,15.533916465271428
107.0,1940,existing,1.0,100.0,3.0,184.0,3.0,0.0,9.93537374139845,11.787529896628678,2.3978952727983707,12.13270055639427,11.787529896628678,11.787529896628678,9.254548626640503,8.699681400989514,11.74086549476798,1.9974177062012453,1.9487632180377197,9.999500033329732e-05,2.0149030205422647,16.34689772260702
82.0,1940,existing,1.0,100.0,4.0,182.0,3.0,0.0,10.149018622727967,11.473425512833371,1.9459101490553132,11.688985794459663,11.473425512833371,11.473425512833371,9.254548626640503,8.517393171418904,11.420009416943907,1.5602476682433286,1.9487632180377197,9.999500033329732e-05,2.0149030205422647,16.083853948334415
182.0,1940,existing,1.0,100.0,4.0,218.83,1.0,0.0,11.080911021628527,12.241927122338913,1.9459101490553132,12.90271620662179,12.273637831692598,12.309585455230211,9.254548626640503,9.472781556562168,12.177163782032679,1.4327007339340463,1.9487632180377197,9.999500033329732e-05,2.0149030205422647,16.854626439902436
101.0,1940,existing,1.0,100.0,3.0,110.0,3.0,0.0,9.942756341456828,11.719947764402807,1.9459101490553132,11.782578486409182,11.768737541428582,11.768737541428582,9.254548626640503,9.999500033329732e-05,11.719947764402807,1.9329696377795786,1.9487632180377197,9.999500033329732e-05,2.0149030205422647,16.120262870839877
54.0,1980,existing,1.0,100.0,3.0,94.83,5.0,2.0,9.515248225093032,10.709985739582528,1.9459101490553132,12.118066228197515,10.777642927807499,10.777642927807499,9.324383088016843,9.999500033329732e-05,10.709985739582528,1.4586150226995167,0.5596157879354227,9.999500033329732e-05,1.0986122886681098,15.490408985119204
120.0,1960,existing,1.0,100.0,3.0,200.0,3.0,0.0,9.979012377622373,11.65391274327112,2.0794415416798357,11.479895946755926,11.614046004620281,11.65391274327112,9.254548626640503,8.412054873292933,11.614046004620281,1.8468787684491346,1.9487632180377197,9.999500033329732e-05,2.0149030205422647,16.153040321396407
2.0,2020,existing,1.0,100.0,8.0,0.0,0.0,5.0,10.003920949857399,10.678099506078345,1.6094379124341003,12.193752057836342,10.858441149687675,10.858441149687675,9.254548626640503,10.678099506078345,9.999500033329732e-05,1.085189268335969,9.999500033329732e-05,1.0986122886681098,2.0149030205422647,14.813128452246682
4.0,1940,existing,1.0,100.0,6.0,162.0,4.0,1.0,10.171298495345496,10.672368169181512,1.3862943611198906,12.368833295811125,10.672368169181512,10.672368169181512,9.254548626640503,10.672368169181512,9.999500033329732e-05,0.9745596399981308,1.6486586255873816,9.999500033329732e-05,1.6486586255873816,13.838065961520288
60.0,1940,existing,1.0,100.0,3.0,88.0,4.0,0.0,9.583006768332961,11.143613870965876,1.9459101490553132,11.779136168550774,11.439827751564016,11.439827751564016,9.254548626640503,9.999500033329732e-05,11.143613870965876,1.7509374747078,1.9487632180377197,9.999500033329732e-05,2.0149030205422647,15.553649359905684
30.0,1940,existing,1.0,100.0,3.0,49.0,3.0,0.0,8.519789817263504,10.191107123034703,1.9459101490553132,10.714439990727769,10.220667745776721,10.220667745776721,9.254548626640503,9.999500033329732e-05,10.191107123034703,1.843719208158766,1.9487632180377197,9.999500033329732e-05,2.0149030205422647,14.52652142847216
54.0,1940,existing,1.0,100.0,3.0,90.0,3.0,1.0,9.210440366976517,10.695665256559028,1.9459101490553132,11.3350062038375,10.695665256559028,10.695665256559028,9.324383088016843,9.999500033329732e-05,10.695665256559028,1.6900958154515549,0.5596157879354227,9.999500033329732e-05,1.0986122886681098,15.513748194009182
13.0,2020,existing,1.0,100.0,5.0,300.0,5.0,0.0,10.86822553264791,10.158168529848494,0.6931471805599453,13.981703579711455,10.158168529848494,10.158168529848494,9.240772579096385,10.158168529848494,9.999500033329732e-05,0.3987761199573678,0.4054651081081644,9.999500033329732e-05,0.6931471805599453,15.630661696361678
122.0,2000,existing,1.0,90.0,3.0,152.0,5.0,0.0,10.877405477245077,11.551848056766676,2.5649493574615367,13.480109147803704,11.551848056766676,11.551848056766676,9.327234123447681,9.999500033329732e-05,11.551848056766676,1.085189268335969,0.8109302162163288,9.999500033329732e-05,1.0986122886681098,16.11137006482239
1.0,2020,existing,1.0,100.0,8.0,0.0,5.0,0.0,11.496552150852283,11.742742697651419,1.6094379124341003,14.099147710747422,11.742734750831538,11.742734750831538,9.325631416310918,11.742742697651419,9.999500033329732e-05,0.8241754429663495,0.8109302162163288,9.999500033329732e-05,1.0986122886681098,15.857935822934403
1.0,2020,existing,1.0,100.0,8.0,257.0,5.0,5.0,11.274909363533267,11.667387524885104,1.6094379124341003,14.388437923831887,11.667387524885104,11.667387524885104,9.327234123447681,11.667387524885104,9.999500033329732e-05,0.9082585601768908,0.8109302162163288,9.999500033329732e-05,1.0986122886681098,16.53147700276436
57.0,1940,existing,1.0,100.0,4.0,0.0,5.0,5.0,9.455323689894849,10.779393694214807,1.9459101490553132,11.768760769782661,10.999195628056848,10.999195628056848,9.32607687045878,8.119993827725105,10.706855916545168,1.5602476682433286,1.6094379124341003,9.999500033329732e-05,1.6094379124341003,15.161283374216058
30.0,2000,existing,1.0,100.0,4.0,87.0,5.0,5.0,8.922791623969637,10.259096928959389,1.9459101490553132,10.597908920973804,10.683569023781297,10.683569023781297,9.32607687045878,8.499843553081124,10.070187728427126,1.57069708411767,1.0986122886681098,9.999500033329732e-05,1.0986122886681098,14.9841079456987
39.0,1940,existing,1.0,100.0,4.0,77.0,5.0,2.0,9.189218875354072,10.327152697288243,1.6094379124341003,12.944434558395074,10.226512637259905,10.327152697288243,9.32607687045878,7.955425088912672,10.229223792606835,1.415853163361435,1.6094379124341003,9.999500033329732e-05,1.6094379124341003,15.344338560229245
65.0,1940,existing,1.0,100.0,3.0,134.5,5.0,2.0,9.61587214452889,11.067731514633067,1.9459101490553132,12.623963565812547,11.067731514633067,11.067731514633067,9.325987795502144,9.999500033329732e-05,11.067731514633067,1.6620303625532709,1.4906543764441333,9.999500033329732e-05,1.7578579175523736,13.783040257421936
76.0,1940,existing,1.0,100.0,4.0,115.42,3.0,2.0,9.791493975575204,11.379999603260565,1.9459101490553132,12.218500103788143,11.197680330794636,11.379999603260565,9.325987795502144,9.588297240667746,11.197680330794636,1.7749523509116738,1.4906543764441333,9.999500033329732e-05,1.7578579175523736,15.779031227521989
73.0,1940,existing,1.0,100.0,4.0,87.92,3.0,2.0,9.898525260706313,11.058117790146436,1.9459101490553132,12.33182825999709,11.162473972265367,11.162473972265367,9.325987795502144,6.90875477931522,11.042233598943882,1.4327007339340463,1.4906543764441333,9.999500033329732e-05,1.7578579175523736,15.612941033264034
139.0,1940,existing,1.0,100.0,4.0,195.0,3.0,2.0,10.298531885816375,11.821571255097677,1.9459101490553132,12.730656193541728,11.783952102516372,11.851131911265913,9.32607687045878,9.825580063659602,11.675537390143772,1.7209792871670078,1.4906543764441333,9.999500033329732e-05,1.7578579175523736,16.35471579172982
102.0,1940,existing,1.0,100.0,3.0,87.0,5.0,2.0,9.839642124487375,11.272979032618796,1.9459101490553132,13.215855541983634,11.37733481066388,11.37733481066388,9.325987795502144,9.999500033329732e-05,11.272979032618796,1.6467336971777973,1.4906543764441333,9.999500033329732e-05,1.7578579175523736,15.765790716034559
73.0,1940,existing,1.0,100.0,3.0,132.0,5.0,2.0,9.711176264112805,11.063132223012522,1.9459101490553132,13.006954770559393,11.063132223012522,11.063132223012522,9.325987795502144,9.999500033329732e-05,11.063132223012522,1.5830939370944985,1.4906543764441333,9.999500033329732e-05,1.7578579175523736,15.494098212247193
60.0,1940,existing,1.0,100.0,3.0,91.83,5.0,2.0,9.45430563898269,10.856052352774507,1.9459101490553132,12.56758934921002,10.856052352774507,10.856052352774507,9.325987795502144,9.999500033329732e-05,10.856052352774507,1.6213664832993742,1.4906543764441333,9.999500033329732e-05,1.7578579175523736,15.748194858367524
40.0,1940,existing,1.0,100.0,2.0,138.0,5.0,2.0,9.625623789021686,10.632122526025627,1.6094379124341003,12.31178759836772,10.632122526025627,10.632122526025627,9.325987795502144,9.999500033329732e-05,10.632122526025627,1.3190856114264407,1.4906543764441333,9.999500033329732e-05,1.7578579175523736,15.181490802499638
56.0,1940,existing,1.0,100.0,3.0,87.0,5.0,2.0,9.147294070258548,10.58266257552919,1.9459101490553132,12.259855089413113,10.58266257552919,10.58266257552919,9.325987795502144,9.999500033329732e-05,10.58266257552919,1.6486586255873816,1.4906543764441333,9.999500033329732e-05,1.7578579175523736,15.147608414457157
78.0,1940,existing,1.0,100.0,3.0,122.0,5.0,2.0,9.830432871630217,11.225736604202899,1.9459101490553132,12.83907430823505,11.225736604202899,11.225736604202899,9.325987795502144,9.999500033329732e-05,11.225736604202899,1.6174060820832772,1.4906543764441333,9.999500033329732e-05,1.7578579175523736,15.89649666868297
257.0,2020,existing,1.0,100.0,4.0,100.0,5.0,2.0,10.864101343046947,12.319771797920058,3.1780538303479458,14.619416606821025,12.319771797920058,12.362050226984527,9.325987795502144,9.056256356593467,12.280771871430375,1.665818245870208,1.4906543764441333,9.999500033329732e-05,1.7578579175523736,16.475491664863608
54.0,1940,existing,1.0,100.0,3.0,131.0,5.0,2.0,9.207937487359873,10.619667432206645,1.9459101490553132,12.726653531619753,10.62135173563291,10.62135173563291,9.325987795502144,9.999500033329732e-05,10.619667432206645,1.62924053973028,1.4906543764441333,9.999500033329732e-05,1.7578579175523736,15.58867032009745
57.0,2020,existing,1.0,100.0,2.0,131.0,5.0,2.0,9.61587214452889,10.885940486663952,1.791759469228055,11.944064817531656,10.885940486663952,10.885940486663952,9.325987795502144,9.999500033329732e-05,10.885940486663952,1.5173226235262949,1.4906543764441333,9.999500033329732e-05,1.7578579175523736,15.48298291707615
1.0,2020,existing,1.0,90.0,6.0,234.0,3.0,2.0,10.300618023854234,10.995243053741024,1.2029723039923526,12.76726148129115,10.995243053741024,10.995243053741024,9.340139809511028,10.995243053741024,9.999500033329732e-05,1.0986122886681098,9.999500033329732e-05,0.6931471805599453,1.2237754316221157,14.65933291434964
1.0,1960,existing,1.0,85.0,6.0,100.0,5.0,0.0,10.87271223218972,10.839600519357369,0.6931471805599453,12.981377986921656,11.341911733058936,11.341911733058936,9.340139809511028,10.839600519357369,9.999500033329732e-05,0.6780335427498971,9.999500033329732e-05,0.6931471805599453,1.2237754316221157,14.618864905171467
1.0,1980,existing,1.0,100.0,8.0,420.0,5.0,0.0,11.314486721293981,12.334909912967877,1.6094379124341003,13.871419135528601,12.334909912967877,12.334909912967877,9.339612707680322,12.334909912967877,9.999500033329732e-05,1.3270750014599193,9.999500033329732e-05,0.6931471805599453,1.2237754316221157,14.743482596934955
168.0,1960,existing,1.0,100.0,2.0,150.0,3.0,0.0,11.197351333821182,11.733754339485804,1.3862943611198906,13.3613031095431,11.733754339485804,11.733754339485804,9.315240781801553,9.999500033329732e-05,11.733754339485804,0.9969486348916096,0.8109302162163288,9.999500033329732e-05,1.0986122886681098,16.618670494540762
42.0,1960,existing,1.0,100.0,2.0,129.0,3.0,0.0,10.281889741094604,10.418822991779948,1.3862943611198906,13.038766527911386,10.418822991779948,10.418822991779948,9.315240781801553,9.999500033329732e-05,10.418822991779948,0.7654678421395714,0.8109302162163288,9.999500033329732e-05,1.0986122886681098,14.909027386798371
54.0,1940,existing,1.0,85.0,4.0,87.0,3.0,2.0,9.225819942824568,10.775847295304315,1.9459101490553132,12.115606215804869,10.775847295304315,10.775847295304315,9.324472306021095,8.006700845440367,10.711101163782413,1.742219023667919,0.5596157879354227,9.999500033329732e-05,1.0986122886681098,15.601273198772569
0.0,1980,existing,1.0,100.0,6.0,221.0,5.0,0.0,11.776450593835376,11.166214996056205,0.6931471805599453,14.189176041729967,11.166214996056205,11.166214996056205,9.340139809511028,11.166214996056205,9.999500033329732e-05,0.43178241642553783,9.999500033329732e-05,0.6931471805599453,1.2237754316221157,14.829333762156928
6.0,1940,existing,1.0,100.0,4.0,144.58,4.0,0.0,9.701493759944652,10.384091054112533,1.0986122886681098,12.122968172098574,9.648659816955295,10.384091054112533,9.25502688959859,10.384091054112533,9.999500033329732e-05,1.091923300517313,9.999500033329732e-05,0.6931471805599453,1.2237754316221157,14.42620368839989
54.0,1920,existing,1.0,100.0,3.0,68.0,5.0,0.0,9.431962766918454,10.74507628970625,1.791759469228055,10.597908920973804,10.74507628970625,10.74507628970625,9.25502688959859,9.999500033329732e-05,10.74507628970625,1.551808799597464,1.4906543764441333,9.999500033329732e-05,1.7578579175523736,15.531079061472003
54.0,1920,existing,3.0,100.0,3.0,68.0,5.0,0.0,9.431962766918454,10.74507628970625,1.791759469228055,10.597908920973804,11.845109950883979,11.845109950883979,9.25502688959859,9.999500033329732e-05,10.74507628970625,1.551808799597464,1.4906543764441333,9.999500033329732e-05,1.7578579175523736,16.702022130477946
1.0,1940,existing,1.0,100.0,6.0,90.0,5.0,2.0,10.11176109118361,11.416425577744599,1.6094379124341003,11.87757552297847,11.416425577744599,11.416425577744599,9.254548626640503,11.416425577744599,9.999500033329732e-05,1.5454325824581878,9.999500033329732e-05,0.6931471805599453,1.2237754316221157,13.905499422834135
3.0,2020,existing,1.0,100.0,6.0,98.0,5.0,2.0,10.127150968697189,10.917793892150982,1.3862943611198906,11.622685289462678,10.917793892150982,10.917793892150982,9.254548626640503,10.753830771109293,9.999500033329732e-05,1.1631508098056809,9.999500033329732e-05,0.6931471805599453,1.2237754316221157,13.987551617739543
50.0,2020,existing,1.0,100.0,3.0,186.33,5.0,2.0,9.441531454869693,10.801573579755436,2.0794415416798357,12.04414765726144,10.801573579755436,10.801573579755436,9.25502688959859,9.999500033329732e-05,10.801573579755436,1.589235205116581,1.4906543764441333,0.6931471805599453,2.0149030205422647,14.83807712646218
67.0,2020,existing,1.0,100.0,4.0,72.0,3.0,5.0,9.500918247539989,11.567640897159038,2.302585092994046,12.615034964594434,11.149542357241431,11.256767899037259,9.25502688959859,9.958259788383108,11.344494978955712,2.186051276738094,1.4906543764441333,0.6931471805599453,2.0149030205422647,15.449427147911146
136.0,2020,existing,1.0,100.0,3.0,146.32,5.0,0.0,10.544498978675545,11.746296536439875,2.1972245773362196,12.446077247039748,11.746296536439875,11.746296536439875,9.25502688959859,9.999500033329732e-05,11.746296536439875,1.4655675420143985,1.4906543764441333,0.6931471805599453,2.0149030205422647,16.33085361022695
51.0,2020,existing,1.0,100.0,3.0,96.0,5.0,2.0,9.53097354456765,10.827984520957383,1.9459101490553132,11.291043617373028,10.827984520957383,10.827984520957383,9.25502688959859,9.999500033329732e-05,10.827984520957383,1.5390154481375546,1.4906543764441333,0.6931471805599453,2.0149030205422647,15.178878070988675
91.0,2020,existing,1.0,100.0,4.0,0.0,3.0,2.0,10.035524078403878,11.61317795685932,2.302585092994046,12.25558159892777,11.454649956824472,11.550770231943579,9.25502688959859,8.517393171418904,11.566892681240171,1.7647307968401356,1.4906543764441333,0.6931471805599453,2.0149030205422647,15.784318874318672
1.0,2020,existing,1.0,100.0,6.0,150.0,3.0,2.0,11.147757413626602,11.839354580719126,1.0986122886681098,13.915944859730484,11.839354580719126,11.839354580719126,9.25502688959859,11.839354580719126,9.999500033329732e-05,1.0986122886681098,9.999500033329732e-05,0.6931471805599453,1.2237754316221157,13.657105390626228
108.0,2020,existing,1.0,100.0,4.0,178.5,5.0,2.0,9.286467732363734,11.44223472434746,2.5649493574615367,12.295460779128113,11.338488741019702,11.338488741019702,9.25502688959859,9.785041797329646,11.230695171196693,2.265921108622454,1.4906543764441333,0.6931471805599453,2.0149030205422647,14.758673223543482
32.0,1920,existing,1.0,95.0,4.0,90.33,3.0,0.0,8.82555985506085,10.434880217242084,1.791759469228055,12.384013788973483,10.275947259030309,10.434880217242084,9.25502688959859,7.696667081526462,10.36803884477013,1.791759469228055,1.4906543764441333,9.999500033329732e-05,1.7578579175523736,14.96873640284507
60.0,1960,existing,5.0,100.0,2.0,190.0,3.0,0.0,10.5610334618531,10.723663781224614,1.3862943611198906,13.317849565595322,10.723663781224614,10.723663781224614,9.315240781801553,9.999500033329732e-05,10.723663781224614,0.7793248768009975,0.8109302162163288,9.999500033329732e-05,1.0986122886681098,15.372645761460173
48.0,1940,existing,1.0,90.0,4.0,110.0,3.0,0.0,9.823903073193286,10.550800196752274,1.6094379124341003,12.57694975951839,10.668559967667536,10.668559967667536,9.315240781801553,9.209640126861789,10.247644471915889,1.1216775615991057,1.3862943611198906,9.999500033329732e-05,1.3862943611198906,15.706005908333317
